2026-04-17 17:50:50,981 [WARNING] No se pudo cargar robots.txt (Cannot connect to host www.smurfitkappa.com:443 ssl:default [getaddrinfo failed]). Se asume acceso permitido.
2026-04-17 17:50:50,981 [INFO] Iniciando crawl async: https://www.smurfitkappa.com/co | concurrencia=10
2026-04-17 17:50:51,051 [WARNING] [ERROR intento 1/3] https://www.smurfitkappa.com/co: Cannot connect to host www.smurfitkappa.com:443 ssl:default [getaddrinfo failed] → reintentando en 2.0s
2026-04-17 17:50:53,821 [INFO] [OK] https://www.smurfitkappa.com/co | 4,204 chars | 3 chunks
2026-04-17 17:53:14,482 [INFO] [OK] https://www.smurfitkappa.com/co/about/ethics/ceo-message | 2,313 chars | 2 chunks
2026-04-17 17:53:14,701 [INFO] [OK] https://www.smurfitkappa.com/co/about/at-a-glance | 3,254 chars | 3 chunks
2026-04-17 17:53:14,758 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/shelfsmart | 2,759 chars | 2 chunks
2026-04-17 17:53:14,801 [INFO] [OK] http://www.smurfitkappa.com/co/contact | 453 chars | 1 chunks
2026-04-17 17:53:15,032 [INFO] [OK] https://www.smurfitkappa.com/co/about/our-history | 1,864 chars | 2 chunks
2026-04-17 17:53:15,100 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/esmart-hello-fresh | 1,718 chars | 2 chunks
2026-04-17 17:53:15,141 [INFO] [OK] https://www.smurfitkappa.com/co/about/ethics | 1,845 chars | 2 chunks
2026-04-17 17:53:15,162 [INFO] [OK] https://www.smurfitkappa.com/co/about/vision-and-strategy | 1,704 chars | 2 chunks
2026-04-17 17:53:15,187 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/supplysmart | 2,575 chars | 2 chunks
2026-04-17 17:53:15,714 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/stretch-film-packs | 4,178 chars | 3 chunks
2026-04-17 17:53:15,872 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/blog/el-empaque-de-ecommerce-un-aliado-estrategico-para-el-crecimiento-de-las-marcas | 9,006 chars | 7 chunks
2026-04-17 17:53:15,898 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/gift-wrap-packaging-for-bottles | 2,638 chars | 2 chunks
2026-04-17 17:53:16,004 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/blog/smart-packaging-how-qr-codes-improve-customer-experience | 7,041 chars | 6 chunks
2026-04-17 17:53:16,289 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/blog/beneficios-de-la-responsabilidad-social-corporativa | 9,058 chars | 7 chunks
2026-04-17 17:53:16,431 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/blog/aniversario-80-anos-de-smurfit-kappa | 9,727 chars | 8 chunks
2026-04-17 17:53:16,467 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/blog/empaques-sostenibles-y-marcas | 8,162 chars | 6 chunks
2026-04-17 17:53:16,555 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/sack-kraft-papers | 810 chars | 1 chunks
2026-04-17 17:53:16,602 [INFO] [OK] https://www.smurfitkappa.com/co/sectors/household-cleaning/free-standing-display-units-fsdus | 3,772 chars | 3 chunks
2026-04-17 17:53:16,631 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/fluted-paper | 3,401 chars | 3 chunks
2026-04-17 17:53:17,151 [INFO] --- Progreso: 694 páginas scrapeadas | 19 en cola ---
2026-04-17 17:53:17,591 [INFO] [OK] https://www.smurfitkappa.com/co/sustainability?utm_source=blog&utm_medium=organic&utm_term=ods_15&utm_content=&utm_campaign=sostenibilidad | 2,318 chars | 2 chunks
2026-04-17 17:53:17,647 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/blog/como-cuidar-las-fuentes-hidricas | 11,024 chars | 9 chunks
2026-04-17 17:53:17,762 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2024/smurfit-kappa-tnfd-es | 3,164 chars | 3 chunks
2026-04-17 17:53:17,890 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/blog/8-beneficios-de-usar-bolsas-de-papel | 8,224 chars | 6 chunks
2026-04-17 17:53:18,205 [INFO] [OK] http://www.smurfitkappa.com/co/locations | 8,107 chars | 6 chunks
2026-04-17 17:53:18,253 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/shelfsmart-accolade | 1,691 chars | 2 chunks
2026-04-17 17:53:18,273 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging | 1,972 chars | 2 chunks
2026-04-17 17:53:18,299 [INFO] [OK] https://www.smurfitkappa.com/co/contact/request-a-quote?prevPageId=9f9ec82a-e8da-4f41-b0ef-8258d6bf04c7 | 167 chars | 1 chunks
2026-04-17 17:53:18,366 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/supplysmart-bfi | 1,650 chars | 2 chunks
2026-04-17 17:53:18,405 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/gift-packaging | 2,883 chars | 2 chunks
2026-04-17 17:53:18,693 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/blog/a-complete-guide-to-flower-packaging | 9,220 chars | 8 chunks
2026-04-17 17:53:18,893 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/displays/hanging-displays | 3,352 chars | 3 chunks
2026-04-17 17:53:19,095 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/ventolini-cake-packaging | 1,736 chars | 2 chunks
2026-04-17 17:53:19,229 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/blog/tus-elecciones-pueden-transformar-el-mundo?utm_source=Art%C3%ADculo&utm_medium=Blog&utm_campaign=Empaques+Sostenibles+y+Marcas | 3,744 chars | 3 chunks
2026-04-17 17:53:19,296 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2024/smurfit-kappa-nueva-planta-guarne | 2,617 chars | 2 chunks
2026-04-17 17:53:19,403 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/blog/reforestacion-significado-e-importancia-para-las-organizaciones?utm_source=blog&utm_medium=organic&utm_term=rsc&utm_content=&utm_campaign=sostenibilidad | 13,492 chars | 11 chunks
2026-04-17 17:53:19,420 [INFO] [OK] https://www.smurfitkappa.com/co/people | 1,955 chars | 2 chunks
2026-04-17 17:53:19,441 [INFO] [OK] https://www.smurfitkappa.com/co/about/nuestra-historia | 6,259 chars | 5 chunks
2026-04-17 17:53:19,507 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/paper-and-board/conventional-corrugated-sheets?utm_source=Art%C3%ADculo&utm_medium=Blog&utm_campaign=Empaques+Sostenibles+y+Marcas+2 | 4,759 chars | 4 chunks
2026-04-17 17:53:20,014 [INFO] --- Progreso: 713 páginas scrapeadas | 21 en cola ---
2026-04-17 17:53:20,454 [INFO] [OK] https://www.smurfitkappa.com/co/sustainability/planet/water/case-study-water?utm_source=blog_cuidar_fuentes_hidricas&utm_medium=organico&utm_campaign=sostenibilidad&utm_content=banner&utm_term=como_cuidar_las_fuentes_hidricas | 3,151 chars | 3 chunks
2026-04-17 17:53:20,946 [INFO] [OK] http://www.smurfitkappa.com/co/sustainability/download-centre?documentlocationplantcountry=Colombia&documentlocationplanttitle=Smurfit Westrock Corrugado Cali&lastChangedFacet=documentlocationplanttitle | 5,791 chars | 5 chunks
2026-04-17 17:53:21,174 [INFO] [OK] http://www.smurfitkappa.com/co/sustainability/download-centre?documentlocationplantcountry=Colombia&documentlocationplanttitle=Smurfit Westrock Corrugado Bogotá &lastChangedFacet=documentlocationplanttitle | 6,108 chars | 5 chunks
2026-04-17 17:53:21,391 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/bags-and-sacks | 1,389 chars | 1 chunks
2026-04-17 17:53:21,429 [INFO] [OK] https://www.smurfitkappa.com/co/sustainability/planet/water?utm_source=blog_cuidar_fuentes_hidricas&utm_medium=organico&utm_campaign=sostenibilidad&utm_content=banner&utm_term=como_cuidar_las_fuentes_hidricas | 2,558 chars | 2 chunks
2026-04-17 17:53:21,582 [INFO] [OK] http://www.smurfitkappa.com/co/locations/colombia/corrugado-cali | 1,143 chars | 1 chunks
2026-04-17 17:53:21,670 [INFO] [OK] http://www.smurfitkappa.com/co/sustainability/download-centre?documentlocationplantcountry=Colombia&documentlocationplanttitle=Smurfit Westrock Corrugado Barranquilla&lastChangedFacet=documentlocationplanttitle | 5,747 chars | 5 chunks
2026-04-17 17:53:21,733 [INFO] [OK] http://www.smurfitkappa.com/co/locations/colombia/corrugado-barranquilla | 1,134 chars | 1 chunks
2026-04-17 17:53:21,829 [INFO] [OK] http://www.smurfitkappa.com/co/locations/colombia/corrugado-medellin | 964 chars | 1 chunks
2026-04-17 17:53:21,856 [INFO] [OK] http://www.smurfitkappa.com/co/sustainability/download-centre?documentlocationplantcountry=Colombia&documentlocationplanttitle=Smurfit Westrock Corrugado Medellín&lastChangedFacet=documentlocationplanttitle | 5,934 chars | 5 chunks
2026-04-17 17:53:21,887 [INFO] [OK] http://www.smurfitkappa.com/co/locations/colombia/corrugado-bogota | 1,328 chars | 1 chunks
2026-04-17 17:53:22,124 [INFO] [OK] http://www.smurfitkappa.com/co/locations/colombia/forestal-colombia | 1,008 chars | 1 chunks
2026-04-17 17:53:22,234 [INFO] [OK] http://www.smurfitkappa.com/co/sustainability/download-centre?documentlocationplantcountry=Colombia&documentlocationplanttitle=Smurfit Westrock División Forestal Colombia&lastChangedFacet=documentlocationplanttitle | 5,881 chars | 5 chunks
2026-04-17 17:53:22,568 [INFO] [OK] http://www.smurfitkappa.com/co/sustainability/download-centre?documentlocationplantcountry=Colombia&documentlocationplanttitle=Smurfit Westrock Molino Barranquilla&lastChangedFacet=documentlocationplanttitle | 5,873 chars | 5 chunks
2026-04-17 17:53:22,631 [INFO] [OK] http://www.smurfitkappa.com/co/locations/colombia/molino-barranquilla | 842 chars | 1 chunks
2026-04-17 17:53:22,821 [INFO] [OK] http://www.smurfitkappa.com/co/sustainability/download-centre?documentlocationplantcountry=Colombia&documentlocationplanttitle=Smurfit Westrock Molinos Cali&lastChangedFacet=documentlocationplanttitle | 6,018 chars | 5 chunks
2026-04-17 17:53:23,033 [INFO] [OK] http://www.smurfitkappa.com/co/locations/colombia/smurfit-kappa-molinos-cali | 870 chars | 1 chunks
2026-04-17 17:53:23,091 [INFO] [OK] http://www.smurfitkappa.com/co/sustainability/download-centre?documentlocationplantcountry=Colombia&documentlocationplanttitle=Smurfit Westrock Sacos de Papel&lastChangedFacet=documentlocationplanttitle | 5,747 chars | 5 chunks
2026-04-17 17:53:23,154 [INFO] [OK] http://www.smurfitkappa.com/co/locations/colombia/sacos-cali | 902 chars | 1 chunks
2026-04-17 17:53:23,206 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/window-packaging | 3,824 chars | 3 chunks
2026-04-17 17:53:23,715 [INFO] --- Progreso: 733 páginas scrapeadas | 28 en cola ---
2026-04-17 17:53:24,689 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/blog/a-complete-guide-to-subscription-box-packaging | 9,304 chars | 8 chunks
2026-04-17 17:53:25,051 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/archive-boxes | 4,084 chars | 3 chunks
2026-04-17 17:53:25,187 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/wardrobe-boxes | 3,236 chars | 3 chunks
2026-04-17 17:53:25,477 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/wraparounds | 3,649 chars | 3 chunks
2026-04-17 17:53:25,573 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/cardboard-boxes-cases | 8,968 chars | 7 chunks
2026-04-17 17:53:25,691 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/pizza-boxes | 3,122 chars | 3 chunks
2026-04-17 17:53:25,900 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/standard-mailing-boxes | 8,683 chars | 7 chunks
2026-04-17 17:53:26,085 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/flower-box | 4,421 chars | 4 chunks
2026-04-17 17:53:26,137 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/retail-ready-packaging-rrp | 5,543 chars | 5 chunks
2026-04-17 17:53:26,161 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/trays | 9,132 chars | 7 chunks
2026-04-17 17:53:26,235 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/fresh-produce-tray-p84 | 4,427 chars | 4 chunks
2026-04-17 17:53:26,980 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/displays/counter-displays | 3,821 chars | 3 chunks
2026-04-17 17:53:27,563 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/displays/free-standing-display-units-fsdus | 3,987 chars | 3 chunks
2026-04-17 17:53:27,667 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/fitments-corrugated-a-solidboard | 3,605 chars | 3 chunks
2026-04-17 17:53:27,766 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/pine-a-eucalyptus-seedlings | 3,111 chars | 3 chunks
2026-04-17 17:53:27,923 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/fruit-and-vegetable-boxes-machine-erect | 3,516 chars | 3 chunks
2026-04-17 17:53:27,991 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/octabins | 3,647 chars | 3 chunks
2026-04-17 17:53:28,056 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/fruit-and-vegetable-boxes-hand-erect | 3,584 chars | 3 chunks
2026-04-17 17:53:28,347 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/edge-protectors | 3,203 chars | 3 chunks
2026-04-17 17:53:28,391 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/divisions-corrugated-solidboard | 3,712 chars | 3 chunks
2026-04-17 17:53:28,881 [INFO] --- Progreso: 753 páginas scrapeadas | 47 en cola ---
2026-04-17 17:53:29,751 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/paper-and-board/conventional-corrugated-sheets | 4,759 chars | 4 chunks
2026-04-17 17:53:30,176 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/paper-and-board/kraft-paper | 1,959 chars | 2 chunks
2026-04-17 17:53:30,417 [INFO] [OK] http://www.smurfitkappa.com/co/sustainability/impactful-business/chain-of-custody | 1,676 chars | 2 chunks
2026-04-17 17:53:30,538 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/valve-sacks | 2,939 chars | 3 chunks
2026-04-17 17:53:31,038 [INFO] [OK] http://www.smurfitkappa.com/co/contact/request-a-quote?prevPageId=10d3cc07-ff3a-4e22-8c48-2c26ed3a07d0 | 167 chars | 1 chunks
2026-04-17 17:53:31,085 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/paper-and-board/sack-paper | 2,534 chars | 2 chunks
2026-04-17 17:53:31,224 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/paper-bags--industrial | 3,066 chars | 3 chunks
2026-04-17 17:53:31,267 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/containerboard/testliner-3-t3--europe-and-latin-america | 2,405 chars | 2 chunks
2026-04-17 17:53:31,323 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/open-mouth-sacks | 3,668 chars | 3 chunks
2026-04-17 17:53:31,348 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/paper-bags--commercial | 2,889 chars | 3 chunks
2026-04-17 17:53:31,418 [INFO] [OK] http://www.smurfitkappa.com/co/sustainability/better-planet-packaging/eco-friendly-packaging/renewable-packaging | 2,329 chars | 2 chunks
2026-04-17 17:53:31,617 [INFO] [OK] http://www.smurfitkappa.com/co/sustainability/better-planet-packaging/eco-friendly-packaging/recyclable-packaging | 2,835 chars | 2 chunks
2026-04-17 17:53:31,762 [INFO] [OK] http://www.smurfitkappa.com/co/sustainability/better-planet-packaging/eco-friendly-packaging/biodegradable-packaging | 1,344 chars | 1 chunks
2026-04-17 17:53:31,892 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging-machinery | 2,603 chars | 2 chunks
2026-04-17 17:53:32,173 [INFO] [OK] http://www.smurfitkappa.com/co/contact/request-a-quote | 167 chars | 1 chunks
2026-04-17 17:53:32,433 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/product-search-results | 1,451 chars | 1 chunks
2026-04-17 17:53:33,203 [INFO] [OK] http://www.smurfitkappa.com/co/sustainability/approach/our-circular-business | 2,540 chars | 2 chunks
2026-04-17 17:53:33,447 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/blog/bespoke-cardboard-boxes | 7,359 chars | 7 chunks
2026-04-17 17:53:33,676 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging-machinery/case-erectors | 2,294 chars | 2 chunks
2026-04-17 17:53:33,760 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging-machinery/wrap-around-case-and-tray-packer | 2,313 chars | 2 chunks
2026-04-17 17:53:34,267 [INFO] --- Progreso: 773 páginas scrapeadas | 89 en cola ---
2026-04-17 17:53:35,570 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/blog/top-10-retail-packaging-boxes | 6,539 chars | 5 chunks
2026-04-17 17:53:35,626 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/single-garment-carrier | 3,744 chars | 3 chunks
2026-04-17 17:53:35,733 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/moving-box | 3,422 chars | 3 chunks
2026-04-17 17:53:35,792 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/clamshell-packaging | 2,929 chars | 3 chunks
2026-04-17 17:53:35,910 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/postal-packs | 8,788 chars | 7 chunks
2026-04-17 17:53:35,929 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/office-stationery-products | 4,096 chars | 4 chunks
2026-04-17 17:53:36,000 [INFO] [OK] http://www.smurfitkappa.com/co/contact/request-a-quote?prevPageId=8a520c35-2097-4dad-9b6f-449383cca47e | 167 chars | 1 chunks
2026-04-17 17:53:36,081 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/pizza-style-postal-boxes | 8,858 chars | 7 chunks
2026-04-17 17:53:36,307 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/pizza-discs | 3,076 chars | 3 chunks
2026-04-17 17:53:36,415 [INFO] [OK] http://www.smurfitkappa.com/co/newsroom/blog/10-most-popular-ecommerce-boxes | 7,199 chars | 6 chunks
2026-04-17 17:53:37,051 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/crash-lock-boxes | 8,732 chars | 7 chunks
2026-04-17 17:53:37,246 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/letterbox-sized-packs-and-mailers | 7,282 chars | 6 chunks
2026-04-17 17:53:37,565 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging-machinery/tray-erectors | 2,614 chars | 2 chunks
2026-04-17 17:53:37,760 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/hexacomb-packaging | 5,253 chars | 4 chunks
2026-04-17 17:53:37,883 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/xxl-packaging--big-boxes | 4,103 chars | 3 chunks
2026-04-17 17:53:38,504 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/layer-pads | 3,510 chars | 3 chunks
2026-04-17 17:53:38,537 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/book-wraps | 7,040 chars | 6 chunks
2026-04-17 17:53:38,611 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/slip-sheets | 3,879 chars | 3 chunks
2026-04-17 17:53:38,747 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/heavy-duty-packaging | 4,522 chars | 4 chunks
2026-04-17 17:53:38,811 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/fruit-punnets | 4,423 chars | 4 chunks
2026-04-17 17:53:39,332 [INFO] --- Progreso: 793 páginas scrapeadas | 89 en cola ---
2026-04-17 17:53:40,106 [INFO] [OK] http://www.smurfitkappa.com/co/innovation/experience-centres | 5,366 chars | 5 chunks
2026-04-17 17:53:40,344 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/corrugated-end-caps | 2,752 chars | 2 chunks
2026-04-17 17:53:40,433 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/containerboard/testliner-2-t2--europe | 2,418 chars | 2 chunks
2026-04-17 17:53:40,557 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/containerboard/testliner-4-t4--europe | 2,501 chars | 2 chunks
2026-04-17 17:53:40,597 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/composite-packs | 3,616 chars | 3 chunks
2026-04-17 17:53:41,028 [INFO] [OK] http://www.smurfitkappa.com/co/innovation/tools/store-visualizer | 1,722 chars | 2 chunks
2026-04-17 17:53:41,772 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/displays/dump-bins | 3,708 chars | 3 chunks
2026-04-17 17:53:41,841 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/packaging/palletainer | 3,523 chars | 3 chunks
2026-04-17 17:53:41,888 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/displays/instore-theatre | 4,009 chars | 4 chunks
2026-04-17 17:53:41,912 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/containerboard/testliner-1-t1 | 2,204 chars | 2 chunks
2026-04-17 17:53:42,127 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/containerboard/testliner-white-top--latin-america | 2,626 chars | 2 chunks
2026-04-17 17:53:42,147 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/containerboard/testliner-wt2000 | 2,026 chars | 2 chunks
2026-04-17 17:53:42,609 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/containerboard/deckenpapier-tdp--europe | 2,880 chars | 2 chunks
2026-04-17 17:53:42,984 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/containerboard/testliner-white-top-b1-twtb1--europe | 2,538 chars | 2 chunks
2026-04-17 17:53:43,064 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/containerboard/testliner-white-top-c1-twtc1--europe | 2,458 chars | 2 chunks
2026-04-17 17:53:43,245 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/paper-and-board/nertop-kraft-standard-brown | 2,492 chars | 2 chunks
2026-04-17 17:53:43,454 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/paper-and-board/nertop-brown-semi-extensible-high-porosity | 2,363 chars | 2 chunks
2026-04-17 17:53:43,501 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/paper-and-board/nertop-semi-extensible-brown | 2,399 chars | 2 chunks
2026-04-17 17:53:44,443 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/paper-and-board/nertop-spring-roll-kraft | 1,948 chars | 2 chunks
2026-04-17 17:53:44,468 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/paper-and-board/nertop-monoply | 2,298 chars | 2 chunks
2026-04-17 17:53:44,963 [INFO] --- Progreso: 813 páginas scrapeadas | 89 en cola ---
2026-04-17 17:53:45,869 [INFO] [OK] http://www.smurfitkappa.com/co/sustainability/people | 1,081 chars | 1 chunks
2026-04-17 17:53:46,076 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/paper-and-board/pure-mg-brown-kraft-paper | 1,998 chars | 2 chunks
2026-04-17 17:53:46,285 [INFO] [OK] http://www.smurfitkappa.com/co/sustainability/impactful-business | 1,237 chars | 1 chunks
2026-04-17 17:53:46,304 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/paper-and-board/pure-mg-semibleached-kraft-paper | 1,867 chars | 2 chunks
2026-04-17 17:53:46,347 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/sacos/boca-abierta | 1,906 chars | 2 chunks
2026-04-17 17:53:46,387 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/paper-and-board/nertop-kraft-standard-white | 2,403 chars | 2 chunks
2026-04-17 17:53:46,687 [INFO] [OK] http://www.smurfitkappa.com/co/sustainability/approach | 2,632 chars | 2 chunks
2026-04-17 17:53:46,752 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/corrugated-sheet-board | 1,401 chars | 1 chunks
2026-04-17 17:53:46,803 [INFO] [OK] http://www.smurfitkappa.com/co/sustainability/planet | 1,474 chars | 1 chunks
2026-04-17 17:53:46,852 [INFO] [OK] http://www.smurfitkappa.com/co/products-and-services/sacos/saco-valvulado | 1,939 chars | 2 chunks
2026-04-17 17:53:47,280 [INFO] [OK] http://www.smurfitkappa.com/co/sustainability/reporting | 2,070 chars | 2 chunks
2026-04-17 17:53:47,424 [INFO] [OK] http://www.smurfitkappa.com/co/sustainability/approach/stakeholders | 2,900 chars | 3 chunks
2026-04-17 17:53:47,811 [INFO] [OK] http://www.smurfitkappa.com/co/sustainability/planet/climate-change | 2,986 chars | 2 chunks
2026-04-17 17:53:47,833 [INFO] [OK] http://www.smurfitkappa.com/co/sustainability/planet/water | 2,558 chars | 2 chunks
2026-04-17 17:53:47,977 [INFO] [OK] http://www.smurfitkappa.com/co/sustainability/planet/waste | 1,974 chars | 2 chunks
2026-04-17 17:53:48,057 [INFO] [OK] http://www.smurfitkappa.com/co/sustainability/download-centre | 7,316 chars | 6 chunks
2026-04-17 17:53:48,449 [INFO] [OK] http://www.smurfitkappa.com/co/sustainability/approach/un-sdgs | 1,714 chars | 2 chunks
2026-04-17 17:53:48,560 [INFO] [OK] http://www.smurfitkappa.com/co/sustainability/approach/awards-and-recognition | 2,352 chars | 2 chunks
2026-04-17 17:53:48,587 [INFO] [OK] http://www.smurfitkappa.com/co/sustainability/approach/journey-to-net-zero | 2,186 chars | 2 chunks
2026-04-17 17:53:48,812 [INFO] [OK] http://www.smurfitkappa.com/co/sustainability/planet/forest | 2,773 chars | 2 chunks
2026-04-17 17:53:49,320 [INFO] --- Progreso: 833 páginas scrapeadas | 75 en cola ---
2026-04-17 17:53:49,682 [INFO] [GUARDADO] Checkpoint 833: 833 páginas | 2447 chunks → output/
2026-04-17 17:53:50,511 [INFO] [OK] http://www.smurfitkappa.com/co/sustainability/better-planet-packaging/eco-friendly-packaging | 3,764 chars | 3 chunks
2026-04-17 17:53:50,593 [INFO] [OK] http://www.smurfitkappa.com/co/sustainability/people/fundacion-smurfit-kappa-colombia | 2,235 chars | 2 chunks
2026-04-17 17:53:50,638 [INFO] [OK] http://www.smurfitkappa.com/co/sustainability/people/safety-and-wellbeing | 1,771 chars | 2 chunks
2026-04-17 17:53:50,696 [INFO] [OK] http://www.smurfitkappa.com/co/sustainability/people/communities | 2,603 chars | 2 chunks
2026-04-17 17:53:50,880 [INFO] [OK] http://www.smurfitkappa.com/co/sustainability/impactful-business/innovation | 2,591 chars | 2 chunks
2026-04-17 17:53:50,932 [INFO] [OK] http://www.smurfitkappa.com/co/sustainability/better-planet-packaging/sustainable-packaging-products | 3,062 chars | 3 chunks
2026-04-17 17:53:50,960 [INFO] [OK] http://www.smurfitkappa.com/co/sustainability/impactful-business/governance-and-human-rights | 2,067 chars | 2 chunks
2026-04-17 17:53:51,424 [INFO] [OK] http://www.smurfitkappa.com/co/sustainability/impactful-business/sustainable-sourcing | 2,114 chars | 2 chunks
